customer_id,customer_code,customer_name,region_id,city,channel,tier,created_at
2127,C0002127,Customer 2127,4,Mumbai,Modern Trade,Bronze,2024-02-14T00:00:00
2128,C0002128,Customer 2128,2,Chennai,General Trade,Bronze,2021-05-09T00:00:00
2129,C0002129,Customer 2129,5,Nagpur,General Trade,Bronze,2021-08-03T00:00:00
2130,C0002130,Customer 2130,3,Guwahati,Modern Trade,Gold,2021-12-26T00:00:00
2131,C0002131,Customer 2131,2,Chennai,E-Commerce,Bronze,2021-05-01T00:00:00
2132,C0002132,Customer 2132,5,Nagpur,Modern Trade,Bronze,2024-01-22T00:00:00
2133,C0002133,Customer 2133,4,Mumbai,Institutional,Bronze,2022-12-06T00:00:00
2134,C0002134,Customer 2134,4,Mumbai,Institutional,Bronze,2022-06-22T00:00:00
2135,C0002135,Customer 2135,1,Noida,E-Commerce,Bronze,2022-06-12T00:00:00
2136,C0002136,Customer 2136,5,Bhopal,Institutional,Bronze,2024-04-16T00:00:00
2137,C0002137,Customer 2137,4,Mumbai,Institutional,Bronze,2021-12-31T00:00:00
2138,C0002138,Customer 2138,1,Noida,Modern Trade,Gold,2021-12-02T00:00:00
2139,C0002139,Customer 2139,1,Noida,E-Commerce,Bronze,2023-11-28T00:00:00
2140,C0002140,Customer 2140,2,Bengaluru,Modern Trade,Gold,2023-12-22T00:00:00
2141,C0002141,Customer 2141,3,Kolkata,Modern Trade,Bronze,2025-02-02T00:00:00
2142,C0002142,Customer 2142,3,Kolkata,General Trade,Bronze,2022-11-29T00:00:00
2143,C0002143,Customer 2143,3,Patna,E-Commerce,Bronze,2022-01-01T00:00:00
2144,C0002144,Customer 2144,1,Noida,Institutional,Bronze,2024-08-11T00:00:00
2145,C0002145,Customer 2145,2,Bengaluru,Institutional,Bronze,2024-05-02T00:00:00
2146,C0002146,Customer 2146,5,Nagpur,Institutional,Bronze,2024-05-14T00:00:00
2147,C0002147,Customer 2147,3,Patna,Modern Trade,Silver,2021-07-18T00:00:00
2148,C0002148,Customer 2148,4,Surat,Institutional,Bronze,2024-03-03T00:00:00
2149,C0002149,Customer 2149,5,Bhopal,E-Commerce,Bronze,2023-02-19T00:00:00
2150,C0002150,Customer 2150,3,Patna,E-Commerce,Silver,2023-09-17T00:00:00
2151,C0002151,Customer 2151,4,Ahmedabad,Institutional,Bronze,2022-09-13T00:00:00
2152,C0002152,Customer 2152,2,Hyderabad,E-Commerce,Bronze,2024-02-15T00:00:00
2153,C0002153,Customer 2153,2,Hyderabad,E-Commerce,Bronze,2023-02-03T00:00:00
2154,C0002154,Customer 2154,4,Pune,Institutional,Bronze,2023-11-24T00:00:00
2155,C0002155,Customer 2155,1,Noida,Modern Trade,Bronze,2021-04-04T00:00:00
2156,C0002156,Customer 2156,2,Hyderabad,Institutional,Gold,2023-02-10T00:00:00
2157,C0002157,Customer 2157,1,Noida,E-Commerce,Bronze,2023-10-16T00:00:00
2158,C0002158,Customer 2158,5,Bhopal,Modern Trade,Bronze,2023-02-25T00:00:00
2159,C0002159,Customer 2159,5,Nagpur,General Trade,Silver,2022-03-27T00:00:00
2160,C0002160,Customer 2160,2,Hyderabad,Modern Trade,Bronze,2022-06-11T00:00:00
2161,C0002161,Customer 2161,2,Hyderabad,E-Commerce,Bronze,2023-11-10T00:00:00
2162,C0002162,Customer 2162,4,Pune,Modern Trade,Silver,2023-12-18T00:00:00
2163,C0002163,Customer 2163,2,Chennai,Modern Trade,Silver,2022-07-04T00:00:00
2164,C0002164,Customer 2164,2,Hyderabad,Modern Trade,Silver,2023-10-28T00:00:00
2165,C0002165,Customer 2165,3,Kolkata,Modern Trade,Bronze,2023-02-28T00:00:00
2166,C0002166,Customer 2166,4,Mumbai,Modern Trade,Silver,2023-10-04T00:00:00
2167,C0002167,Customer 2167,3,Patna,Institutional,Bronze,2022-05-15T00:00:00
2168,C0002168,Customer 2168,3,Guwahati,E-Commerce,Gold,2023-04-05T00:00:00
2169,C0002169,Customer 2169,1,Jaipur,Institutional,Bronze,2024-08-03T00:00:00
2170,C0002170,Customer 2170,3,Kolkata,Institutional,Silver,2022-12-12T00:00:00
2171,C0002171,Customer 2171,2,Bengaluru,Modern Trade,Silver,2022-07-20T00:00:00
2172,C0002172,Customer 2172,5,Indore,E-Commerce,Bronze,2022-02-11T00:00:00
2173,C0002173,Customer 2173,2,Chennai,General Trade,Bronze,2022-11-25T00:00:00
2174,C0002174,Customer 2174,1,Gurgaon,E-Commerce,Silver,2024-11-13T00:00:00
2175,C0002175,Customer 2175,2,Hyderabad,E-Commerce,Bronze,2021-05-31T00:00:00
2176,C0002176,Customer 2176,2,Kochi,E-Commerce,Bronze,2025-02-01T00:00:00
2177,C0002177,Customer 2177,2,Bengaluru,General Trade,Silver,2021-02-05T00:00:00
2178,C0002178,Customer 2178,1,Gurgaon,Modern Trade,Bronze,2021-03-07T00:00:00
2179,C0002179,Customer 2179,1,Jaipur,Institutional,Bronze,2023-05-23T00:00:00
2180,C0002180,Customer 2180,1,Noida,Modern Trade,Silver,2023-04-12T00:00:00
2181,C0002181,Customer 2181,2,Bengaluru,Modern Trade,Gold,2023-06-22T00:00:00
2182,C0002182,Customer 2182,3,Guwahati,Modern Trade,Bronze,2023-08-28T00:00:00
2183,C0002183,Customer 2183,2,Hyderabad,Institutional,Silver,2023-10-07T00:00:00
2184,C0002184,Customer 2184,4,Mumbai,Modern Trade,Bronze,2024-05-24T00:00:00
2185,C0002185,Customer 2185,4,Surat,General Trade,Silver,2021-07-12T00:00:00
2186,C0002186,Customer 2186,1,Gurgaon,E-Commerce,Silver,2023-08-14T00:00:00
2187,C0002187,Customer 2187,2,Chennai,E-Commerce,Silver,2021-06-29T00:00:00
2188,C0002188,Customer 2188,1,Gurgaon,General Trade,Bronze,2021-09-06T00:00:00
2189,C0002189,Customer 2189,5,Nagpur,E-Commerce,Silver,2023-07-01T00:00:00
2190,C0002190,Customer 2190,5,Bhopal,General Trade,Silver,2023-12-05T00:00:00
2191,C0002191,Customer 2191,1,Noida,General Trade,Silver,2022-04-13T00:00:00
2192,C0002192,Customer 2192,3,Guwahati,Modern Trade,Bronze,2024-03-23T00:00:00
2193,C0002193,Customer 2193,5,Indore,Modern Trade,Gold,2023-01-09T00:00:00
2194,C0002194,Customer 2194,2,Kochi,Modern Trade,Silver,2022-01-26T00:00:00
2195,C0002195,Customer 2195,1,Delhi,E-Commerce,Gold,2024-06-18T00:00:00
2196,C0002196,Customer 2196,1,Gurgaon,General Trade,Bronze,2024-12-20T00:00:00
2197,C0002197,Customer 2197,2,Chennai,Modern Trade,Bronze,2023-02-16T00:00:00
2198,C0002198,Customer 2198,1,Gurgaon,E-Commerce,Bronze,2021-02-11T00:00:00
2199,C0002199,Customer 2199,2,Chennai,Modern Trade,Bronze,2021-06-24T00:00:00
2200,C0002200,Customer 2200,1,Gurgaon,Modern Trade,Gold,2023-03-05T00:00:00
2201,C0002201,Customer 2201,1,Delhi,General Trade,Gold,2024-06-03T00:00:00
2202,C0002202,Customer 2202,3,Guwahati,E-Commerce,Bronze,2021-07-27T00:00:00
2203,C0002203,Customer 2203,5,Indore,Institutional,Bronze,2022-11-29T00:00:00
2204,C0002204,Customer 2204,3,Patna,E-Commerce,Bronze,2023-08-12T00:00:00
2205,C0002205,Customer 2205,1,Gurgaon,E-Commerce,Silver,2022-03-15T00:00:00
2206,C0002206,Customer 2206,3,Patna,E-Commerce,Silver,2024-12-12T00:00:00
2207,C0002207,Customer 2207,1,Gurgaon,E-Commerce,Silver,2023-03-05T00:00:00
2208,C0002208,Customer 2208,4,Mumbai,E-Commerce,Bronze,2022-02-01T00:00:00
2209,C0002209,Customer 2209,5,Nagpur,E-Commerce,Bronze,2024-04-11T00:00:00
2210,C0002210,Customer 2210,3,Patna,Institutional,Silver,2024-07-27T00:00:00
2211,C0002211,Customer 2211,1,Jaipur,E-Commerce,Gold,2022-11-30T00:00:00
2212,C0002212,Customer 2212,4,Surat,General Trade,Silver,2024-01-26T00:00:00
2213,C0002213,Customer 2213,4,Pune,Modern Trade,Silver,2023-04-23T00:00:00
2214,C0002214,Customer 2214,1,Gurgaon,E-Commerce,Bronze,2024-05-14T00:00:00
2215,C0002215,Customer 2215,1,Delhi,E-Commerce,Gold,2024-08-09T00:00:00
2216,C0002216,Customer 2216,4,Surat,General Trade,Silver,2025-01-28T00:00:00
2217,C0002217,Customer 2217,4,Surat,Institutional,Silver,2022-04-10T00:00:00
2218,C0002218,Customer 2218,5,Bhopal,General Trade,Bronze,2022-02-06T00:00:00
2219,C0002219,Customer 2219,4,Ahmedabad,General Trade,Silver,2021-12-26T00:00:00
2220,C0002220,Customer 2220,1,Gurgaon,E-Commerce,Bronze,2023-09-11T00:00:00
2221,C0002221,Customer 2221,5,Bhopal,General Trade,Bronze,2023-11-06T00:00:00
2222,C0002222,Customer 2222,4,Ahmedabad,Institutional,Bronze,2021-08-10T00:00:00
2223,C0002223,Customer 2223,4,Ahmedabad,Institutional,Silver,2021-02-25T00:00:00
2224,C0002224,Customer 2224,1,Noida,General Trade,Bronze,2021-03-27T00:00:00
2225,C0002225,Customer 2225,1,Gurgaon,E-Commerce,Bronze,2022-07-07T00:00:00
2226,C0002226,Customer 2226,4,Surat,Institutional,Bronze,2022-06-05T00:00:00
2227,C0002227,Customer 2227,1,Gurgaon,E-Commerce,Gold,2022-11-18T00:00:00
2228,C0002228,Customer 2228,4,Ahmedabad,E-Commerce,Bronze,2022-10-08T00:00:00
2229,C0002229,Customer 2229,4,Pune,Institutional,Gold,2023-03-31T00:00:00
2230,C0002230,Customer 2230,1,Noida,Modern Trade,Silver,2023-09-30T00:00:00
2231,C0002231,Customer 2231,5,Nagpur,Institutional,Silver,2021-01-22T00:00:00
2232,C0002232,Customer 2232,2,Bengaluru,Institutional,Silver,2023-01-17T00:00:00
2233,C0002233,Customer 2233,4,Pune,Institutional,Silver,2023-11-08T00:00:00
2234,C0002234,Customer 2234,1,Gurgaon,General Trade,Silver,2024-03-05T00:00:00
2235,C0002235,Customer 2235,1,Jaipur,Modern Trade,Bronze,2023-07-21T00:00:00
2236,C0002236,Customer 2236,3,Kolkata,Modern Trade,Gold,2022-08-02T00:00:00
2237,C0002237,Customer 2237,4,Ahmedabad,E-Commerce,Bronze,2023-03-15T00:00:00
2238,C0002238,Customer 2238,1,Delhi,General Trade,Silver,2024-12-24T00:00:00
2239,C0002239,Customer 2239,5,Indore,E-Commerce,Silver,2024-02-08T00:00:00
2240,C0002240,Customer 2240,4,Pune,Institutional,Bronze,2021-08-29T00:00:00
2241,C0002241,Customer 2241,1,Jaipur,Institutional,Bronze,2023-01-22T00:00:00
2242,C0002242,Customer 2242,2,Kochi,Modern Trade,Silver,2024-05-26T00:00:00
2243,C0002243,Customer 2243,4,Mumbai,E-Commerce,Silver,2023-09-28T00:00:00
2244,C0002244,Customer 2244,5,Nagpur,E-Commerce,Silver,2021-03-06T00:00:00
2245,C0002245,Customer 2245,2,Hyderabad,E-Commerce,Bronze,2024-11-26T00:00:00
2246,C0002246,Customer 2246,3,Kolkata,E-Commerce,Bronze,2021-06-12T00:00:00
2247,C0002247,Customer 2247,4,Ahmedabad,E-Commerce,Bronze,2024-12-16T00:00:00
2248,C0002248,Customer 2248,5,Nagpur,Institutional,Silver,2023-05-08T00:00:00
2249,C0002249,Customer 2249,4,Pune,Institutional,Bronze,2023-05-22T00:00:00
2250,C0002250,Customer 2250,2,Hyderabad,General Trade,Bronze,2024-07-15T00:00:00
2251,C0002251,Customer 2251,5,Nagpur,E-Commerce,Silver,2022-11-15T00:00:00
2252,C0002252,Customer 2252,4,Pune,E-Commerce,Silver,2023-05-04T00:00:00
2253,C0002253,Customer 2253,4,Surat,E-Commerce,Bronze,2021-04-02T00:00:00
2254,C0002254,Customer 2254,4,Pune,E-Commerce,Bronze,2023-09-11T00:00:00
2255,C0002255,Customer 2255,2,Bengaluru,Modern Trade,Bronze,2024-03-20T00:00:00
2256,C0002256,Customer 2256,1,Noida,Modern Trade,Bronze,2024-02-15T00:00:00
2257,C0002257,Customer 2257,3,Patna,Institutional,Bronze,2021-01-16T00:00:00
2258,C0002258,Customer 2258,5,Bhopal,E-Commerce,Gold,2021-06-30T00:00:00
2259,C0002259,Customer 2259,5,Indore,Institutional,Bronze,2021-08-23T00:00:00
2260,C0002260,Customer 2260,3,Kolkata,E-Commerce,Bronze,2024-01-21T00:00:00
2261,C0002261,Customer 2261,2,Chennai,Modern Trade,Bronze,2025-01-08T00:00:00
2262,C0002262,Customer 2262,4,Mumbai,E-Commerce,Bronze,2021-07-19T00:00:00
2263,C0002263,Customer 2263,5,Nagpur,General Trade,Bronze,2024-06-11T00:00:00
2264,C0002264,Customer 2264,2,Bengaluru,Institutional,Silver,2021-08-16T00:00:00
2265,C0002265,Customer 2265,2,Kochi,E-Commerce,Silver,2024-10-17T00:00:00
2266,C0002266,Customer 2266,3,Kolkata,Modern Trade,Bronze,2022-07-07T00:00:00
2267,C0002267,Customer 2267,5,Bhopal,Modern Trade,Gold,2021-07-06T00:00:00
2268,C0002268,Customer 2268,2,Hyderabad,Institutional,Bronze,2025-01-31T00:00:00
2269,C0002269,Customer 2269,1,Noida,Modern Trade,Silver,2024-09-30T00:00:00
2270,C0002270,Customer 2270,1,Jaipur,E-Commerce,Bronze,2021-11-27T00:00:00
2271,C0002271,Customer 2271,1,Jaipur,Modern Trade,Gold,2022-11-11T00:00:00
2272,C0002272,Customer 2272,2,Chennai,Institutional,Bronze,2024-03-14T00:00:00
2273,C0002273,Customer 2273,3,Kolkata,Institutional,Silver,2023-03-05T00:00:00
2274,C0002274,Customer 2274,3,Kolkata,Institutional,Gold,2022-08-13T00:00:00
2275,C0002275,Customer 2275,4,Pune,Modern Trade,Bronze,2022-02-04T00:00:00
2276,C0002276,Customer 2276,5,Nagpur,E-Commerce,Bronze,2022-10-10T00:00:00
2277,C0002277,Customer 2277,3,Kolkata,General Trade,Silver,2024-06-27T00:00:00
2278,C0002278,Customer 2278,1,Gurgaon,Modern Trade,Gold,2021-02-11T00:00:00
2279,C0002279,Customer 2279,1,Jaipur,Institutional,Bronze,2021-07-21T00:00:00
2280,C0002280,Customer 2280,5,Bhopal,General Trade,Bronze,2024-04-27T00:00:00
2281,C0002281,Customer 2281,5,Bhopal,E-Commerce,Bronze,2023-08-11T00:00:00
2282,C0002282,Customer 2282,2,Hyderabad,Modern Trade,Bronze,2021-08-20T00:00:00
2283,C0002283,Customer 2283,5,Nagpur,Institutional,Bronze,2022-05-14T00:00:00
2284,C0002284,Customer 2284,3,Guwahati,Modern Trade,Silver,2023-01-01T00:00:00
2285,C0002285,Customer 2285,1,Delhi,General Trade,Silver,2022-03-10T00:00:00
2286,C0002286,Customer 2286,5,Indore,Modern Trade,Gold,2024-10-09T00:00:00
2287,C0002287,Customer 2287,4,Mumbai,Modern Trade,Silver,2021-01-20T00:00:00
2288,C0002288,Customer 2288,4,Pune,General Trade,Bronze,2024-05-01T00:00:00
2289,C0002289,Customer 2289,2,Kochi,E-Commerce,Silver,2023-07-28T00:00:00
2290,C0002290,Customer 2290,5,Indore,Institutional,Bronze,2021-04-14T00:00:00
2291,C0002291,Customer 2291,1,Gurgaon,General Trade,Gold,2021-10-15T00:00:00
2292,C0002292,Customer 2292,1,Gurgaon,General Trade,Gold,2023-05-10T00:00:00
2293,C0002293,Customer 2293,3,Guwahati,Institutional,Bronze,2021-05-24T00:00:00
2294,C0002294,Customer 2294,5,Indore,E-Commerce,Silver,2023-01-08T00:00:00
2295,C0002295,Customer 2295,1,Noida,Institutional,Bronze,2022-06-07T00:00:00
2296,C0002296,Customer 2296,2,Chennai,E-Commerce,Silver,2021-04-10T00:00:00
2297,C0002297,Customer 2297,5,Bhopal,General Trade,Bronze,2023-07-14T00:00:00
2298,C0002298,Customer 2298,3,Kolkata,General Trade,Silver,2024-12-29T00:00:00
2299,C0002299,Customer 2299,2,Kochi,Modern Trade,Bronze,2021-04-08T00:00:00
2300,C0002300,Customer 2300,2,Chennai,General Trade,Silver,2023-08-16T00:00:00
2301,C0002301,Customer 2301,1,Gurgaon,E-Commerce,Silver,2023-04-10T00:00:00
2302,C0002302,Customer 2302,2,Kochi,E-Commerce,Bronze,2024-06-21T00:00:00
2303,C0002303,Customer 2303,4,Pune,E-Commerce,Bronze,2022-10-07T00:00:00
2304,C0002304,Customer 2304,1,Gurgaon,General Trade,Silver,2025-01-09T00:00:00
2305,C0002305,Customer 2305,2,Hyderabad,General Trade,Bronze,2022-07-06T00:00:00
2306,C0002306,Customer 2306,1,Noida,E-Commerce,Silver,2021-05-08T00:00:00
2307,C0002307,Customer 2307,1,Delhi,Modern Trade,Bronze,2022-01-27T00:00:00
2308,C0002308,Customer 2308,1,Gurgaon,E-Commerce,Bronze,2022-09-10T00:00:00
2309,C0002309,Customer 2309,4,Ahmedabad,Modern Trade,Silver,2022-08-04T00:00:00
2310,C0002310,Customer 2310,3,Patna,E-Commerce,Gold,2024-07-18T00:00:00
2311,C0002311,Customer 2311,2,Hyderabad,General Trade,Silver,2021-03-25T00:00:00
2312,C0002312,Customer 2312,3,Kolkata,General Trade,Silver,2023-10-28T00:00:00
2313,C0002313,Customer 2313,1,Gurgaon,Institutional,Silver,2021-04-10T00:00:00
2314,C0002314,Customer 2314,4,Pune,E-Commerce,Gold,2022-01-03T00:00:00
2315,C0002315,Customer 2315,4,Ahmedabad,Institutional,Silver,2023-03-14T00:00:00
2316,C0002316,Customer 2316,3,Guwahati,General Trade,Bronze,2022-03-08T00:00:00
2317,C0002317,Customer 2317,3,Patna,Modern Trade,Silver,2023-12-24T00:00:00
2318,C0002318,Customer 2318,5,Nagpur,Modern Trade,Silver,2022-05-09T00:00:00
2319,C0002319,Customer 2319,3,Patna,Modern Trade,Silver,2024-12-06T00:00:00
2320,C0002320,Customer 2320,1,Jaipur,Institutional,Bronze,2021-10-02T00:00:00
2321,C0002321,Customer 2321,3,Guwahati,E-Commerce,Silver,2021-10-11T00:00:00
2322,C0002322,Customer 2322,4,Pune,Institutional,Bronze,2021-05-24T00:00:00
2323,C0002323,Customer 2323,4,Mumbai,Modern Trade,Bronze,2023-07-08T00:00:00
2324,C0002324,Customer 2324,5,Bhopal,Modern Trade,Silver,2024-03-05T00:00:00
2325,C0002325,Customer 2325,4,Pune,E-Commerce,Bronze,2024-10-09T00:00:00
2326,C0002326,Customer 2326,1,Delhi,Institutional,Bronze,2024-04-22T00:00:00
2327,C0002327,Customer 2327,4,Pune,General Trade,Silver,2022-06-22T00:00:00
2328,C0002328,Customer 2328,5,Nagpur,Institutional,Gold,2022-09-26T00:00:00
2329,C0002329,Customer 2329,4,Mumbai,E-Commerce,Gold,2022-11-08T00:00:00
2330,C0002330,Customer 2330,5,Indore,Modern Trade,Bronze,2021-01-06T00:00:00
2331,C0002331,Customer 2331,5,Nagpur,General Trade,Bronze,2023-11-01T00:00:00
2332,C0002332,Customer 2332,2,Hyderabad,Institutional,Bronze,2022-05-27T00:00:00
2333,C0002333,Customer 2333,1,Jaipur,Modern Trade,Bronze,2024-08-30T00:00:00
2334,C0002334,Customer 2334,5,Indore,E-Commerce,Bronze,2023-06-23T00:00:00
2335,C0002335,Customer 2335,5,Bhopal,Institutional,Bronze,2022-06-03T00:00:00
2336,C0002336,Customer 2336,1,Delhi,E-Commerce,Bronze,2025-01-11T00:00:00
2337,C0002337,Customer 2337,5,Nagpur,E-Commerce,Bronze,2022-08-12T00:00:00
2338,C0002338,Customer 2338,5,Bhopal,Institutional,Bronze,2022-10-01T00:00:00
2339,C0002339,Customer 2339,2,Bengaluru,E-Commerce,Silver,2023-11-27T00:00:00
2340,C0002340,Customer 2340,4,Surat,Institutional,Bronze,2022-07-12T00:00:00
2341,C0002341,Customer 2341,1,Delhi,General Trade,Bronze,2021-02-25T00:00:00
2342,C0002342,Customer 2342,1,Delhi,Modern Trade,Bronze,2024-05-02T00:00:00
2343,C0002343,Customer 2343,1,Jaipur,E-Commerce,Bronze,2021-10-25T00:00:00
2344,C0002344,Customer 2344,4,Mumbai,General Trade,Silver,2023-12-16T00:00:00
2345,C0002345,Customer 2345,4,Mumbai,E-Commerce,Bronze,2023-07-24T00:00:00
2346,C0002346,Customer 2346,4,Pune,General Trade,Silver,2024-06-13T00:00:00
2347,C0002347,Customer 2347,3,Guwahati,Institutional,Bronze,2021-10-20T00:00:00
2348,C0002348,Customer 2348,3,Guwahati,Institutional,Bronze,2021-03-08T00:00:00
2349,C0002349,Customer 2349,2,Bengaluru,Modern Trade,Silver,2024-03-28T00:00:00
2350,C0002350,Customer 2350,4,Pune,Institutional,Bronze,2022-11-21T00:00:00
2351,C0002351,Customer 2351,5,Nagpur,General Trade,Bronze,2023-01-29T00:00:00
2352,C0002352,Customer 2352,1,Noida,Modern Trade,Silver,2023-04-19T00:00:00
2353,C0002353,Customer 2353,3,Patna,Modern Trade,Bronze,2021-08-09T00:00:00
2354,C0002354,Customer 2354,2,Kochi,Modern Trade,Silver,2022-08-17T00:00:00
2355,C0002355,Customer 2355,5,Bhopal,Institutional,Bronze,2021-02-17T00:00:00
2356,C0002356,Customer 2356,1,Noida,E-Commerce,Bronze,2021-02-18T00:00:00
2357,C0002357,Customer 2357,3,Patna,Modern Trade,Bronze,2022-07-27T00:00:00
2358,C0002358,Customer 2358,3,Patna,Institutional,Silver,2022-01-07T00:00:00
2359,C0002359,Customer 2359,4,Pune,E-Commerce,Bronze,2023-03-12T00:00:00
2360,C0002360,Customer 2360,3,Guwahati,Modern Trade,Bronze,2021-10-21T00:00:00
2361,C0002361,Customer 2361,1,Noida,Modern Trade,Silver,2022-10-29T00:00:00
2362,C0002362,Customer 2362,5,Indore,Modern Trade,Silver,2023-04-28T00:00:00
2363,C0002363,Customer 2363,3,Kolkata,E-Commerce,Silver,2023-02-04T00:00:00
2364,C0002364,Customer 2364,4,Surat,Institutional,Silver,2022-12-30T00:00:00
2365,C0002365,Customer 2365,5,Indore,General Trade,Bronze,2022-11-10T00:00:00
2366,C0002366,Customer 2366,5,Bhopal,Modern Trade,Bronze,2024-09-23T00:00:00
2367,C0002367,Customer 2367,1,Noida,Institutional,Silver,2024-05-12T00:00:00
2368,C0002368,Customer 2368,1,Noida,Modern Trade,Gold,2022-06-13T00:00:00
2369,C0002369,Customer 2369,4,Mumbai,E-Commerce,Bronze,2022-09-24T00:00:00
2370,C0002370,Customer 2370,1,Jaipur,General Trade,Bronze,2024-06-11T00:00:00
2371,C0002371,Customer 2371,3,Guwahati,Institutional,Silver,2023-08-19T00:00:00
2372,C0002372,Customer 2372,2,Kochi,Modern Trade,Bronze,2021-02-25T00:00:00
2373,C0002373,Customer 2373,5,Nagpur,General Trade,Gold,2021-09-08T00:00:00
2374,C0002374,Customer 2374,3,Guwahati,Modern Trade,Bronze,2024-11-07T00:00:00
2375,C0002375,Customer 2375,1,Noida,Modern Trade,Silver,2023-07-14T00:00:00
2376,C0002376,Customer 2376,4,Pune,General Trade,Silver,2024-06-03T00:00:00
2377,C0002377,Customer 2377,4,Mumbai,Modern Trade,Silver,2022-10-07T00:00:00
2378,C0002378,Customer 2378,3,Guwahati,Modern Trade,Bronze,2024-10-01T00:00:00
2379,C0002379,Customer 2379,1,Jaipur,Institutional,Silver,2023-09-04T00:00:00
2380,C0002380,Customer 2380,3,Guwahati,Institutional,Silver,2022-12-25T00:00:00
2381,C0002381,Customer 2381,3,Kolkata,General Trade,Silver,2024-08-20T00:00:00
2382,C0002382,Customer 2382,2,Bengaluru,E-Commerce,Bronze,2021-03-23T00:00:00
2383,C0002383,Customer 2383,3,Guwahati,E-Commerce,Bronze,2022-11-11T00:00:00
2384,C0002384,Customer 2384,5,Indore,General Trade,Bronze,2021-04-22T00:00:00
2385,C0002385,Customer 2385,3,Guwahati,Modern Trade,Gold,2021-02-26T00:00:00
2386,C0002386,Customer 2386,2,Bengaluru,Institutional,Silver,2022-11-23T00:00:00
2387,C0002387,Customer 2387,3,Guwahati,E-Commerce,Gold,2023-06-10T00:00:00
2388,C0002388,Customer 2388,2,Chennai,General Trade,Bronze,2021-02-23T00:00:00
2389,C0002389,Customer 2389,2,Kochi,E-Commerce,Bronze,2021-11-12T00:00:00
2390,C0002390,Customer 2390,2,Hyderabad,General Trade,Gold,2024-01-30T00:00:00
2391,C0002391,Customer 2391,5,Nagpur,Modern Trade,Silver,2024-02-29T00:00:00
2392,C0002392,Customer 2392,1,Gurgaon,Institutional,Gold,2022-08-08T00:00:00
2393,C0002393,Customer 2393,5,Nagpur,Institutional,Bronze,2024-06-11T00:00:00
2394,C0002394,Customer 2394,2,Bengaluru,Institutional,Bronze,2023-01-27T00:00:00
2395,C0002395,Customer 2395,1,Gurgaon,Modern Trade,Bronze,2022-05-17T00:00:00
2396,C0002396,Customer 2396,1,Jaipur,E-Commerce,Bronze,2023-12-16T00:00:00
2397,C0002397,Customer 2397,4,Mumbai,Institutional,Bronze,2024-09-23T00:00:00
2398,C0002398,Customer 2398,5,Nagpur,E-Commerce,Bronze,2021-07-17T00:00:00
2399,C0002399,Customer 2399,3,Patna,Modern Trade,Bronze,2024-04-21T00:00:00
2400,C0002400,Customer 2400,5,Indore,Institutional,Bronze,2022-02-23T00:00:00
2401,C0002401,Customer 2401,4,Surat,Institutional,Bronze,2021-11-03T00:00:00
2402,C0002402,Customer 2402,2,Chennai,Institutional,Silver,2023-02-22T00:00:00
2403,C0002403,Customer 2403,2,Hyderabad,Modern Trade,Gold,2023-12-20T00:00:00
2404,C0002404,Customer 2404,4,Surat,General Trade,Bronze,2023-11-06T00:00:00
2405,C0002405,Customer 2405,2,Bengaluru,General Trade,Bronze,2022-06-09T00:00:00
2406,C0002406,Customer 2406,2,Hyderabad,Institutional,Bronze,2021-08-24T00:00:00
2407,C0002407,Customer 2407,4,Mumbai,General Trade,Silver,2024-11-29T00:00:00
2408,C0002408,Customer 2408,5,Bhopal,General Trade,Bronze,2023-11-04T00:00:00
2409,C0002409,Customer 2409,1,Gurgaon,General Trade,Bronze,2023-03-09T00:00:00
2410,C0002410,Customer 2410,2,Chennai,Institutional,Bronze,2023-01-04T00:00:00
2411,C0002411,Customer 2411,1,Noida,Institutional,Silver,2021-12-13T00:00:00
2412,C0002412,Customer 2412,3,Kolkata,E-Commerce,Silver,2024-07-21T00:00:00
2413,C0002413,Customer 2413,3,Patna,E-Commerce,Silver,2023-06-16T00:00:00
2414,C0002414,Customer 2414,3,Patna,Institutional,Bronze,2024-06-23T00:00:00
2415,C0002415,Customer 2415,4,Pune,Modern Trade,Silver,2022-08-28T00:00:00
2416,C0002416,Customer 2416,4,Surat,Modern Trade,Bronze,2022-10-18T00:00:00
2417,C0002417,Customer 2417,4,Mumbai,Modern Trade,Bronze,2023-02-03T00:00:00
2418,C0002418,Customer 2418,5,Bhopal,Institutional,Silver,2024-01-25T00:00:00
2419,C0002419,Customer 2419,5,Indore,Modern Trade,Silver,2022-10-04T00:00:00
2420,C0002420,Customer 2420,4,Mumbai,Modern Trade,Bronze,2021-08-15T00:00:00
2421,C0002421,Customer 2421,2,Bengaluru,E-Commerce,Bronze,2024-08-02T00:00:00
2422,C0002422,Customer 2422,3,Patna,General Trade,Bronze,2024-08-14T00:00:00
2423,C0002423,Customer 2423,2,Bengaluru,Modern Trade,Bronze,2022-03-03T00:00:00
2424,C0002424,Customer 2424,1,Jaipur,Institutional,Bronze,2024-12-03T00:00:00
2425,C0002425,Customer 2425,1,Delhi,E-Commerce,Bronze,2023-01-13T00:00:00
2426,C0002426,Customer 2426,2,Kochi,Institutional,Bronze,2024-03-04T00:00:00
2427,C0002427,Customer 2427,5,Bhopal,General Trade,Bronze,2024-02-19T00:00:00
2428,C0002428,Customer 2428,5,Nagpur,Institutional,Bronze,2022-02-15T00:00:00
